srs,sgs
0.5,0.85277998
0.881389818,0.908931095
0.828978663,0.842852711
0.5,0.82992658
0.892213298,0.860621833
0.5,0.853124677
0.909930716,0.893471442
0.5,0.907000793
0.5,0.863810279
0.5,0.856571645
0.891454965,0.794164283
0.881424287,0.862362552
0.872220882,0.872220882
0.895625797,0.774585502
0.918599841,0.843783393
0.898348902,0.85281445
0.5,0.862465961
0.893592086,0.81191617
0.886215573,0.886353452
0.895384509,0.839836614
0.915721623,0.808589845
0.5,0.849884527
0.5,0.889248906
0.840956878,0.810382269
0.5,0.830857261
0.893902313,0.873599669
0.5,0.863603461
0.5,0.875840199
0.891799662,0.815242494
0.5,0.844817483
0.877115577,0.820723174
0.903312537,0.8926097
0.5,0.892902692
0.907931474,0.859536038
0.897538865,0.865154597
0.880872772,0.893626555
0.5,0.803212575
0.903708938,0.919685636
0.5,0.88983489
0.889076557,0.841542863
0.5,0.847712936
0.890765572,0.887766709
0.854641343,0.879976561
0.5,0.864844369
0.917514046,0.840439833
0.5,0.866688497
0.892489056,0.864913309
0.5,0.877736031
0.886525801,0.833511427
0.892919927,0.864499673
0.5,0.89752163
0.918961773,0.850935852
0.5,0.75350729
0.869808004,0.851297784
0.5,0.912998518
0.894626176,0.897176933
0.898883182,0.866326566
0.871083382,0.868360277
0.5,0.897625039
0.5,0.890800041
0.5,0.837923546
0.92913033,0.906328634
0.919961394,0.819999311
0.5,0.908069353
0.898073145,0.854710282
0.922891317,0.906931853
0.866292096,0.772810313
0.896039433,0.868773913
0.851452897,0.888938678
0.885939816,0.850367102
0.5,0.766398952
0.5,0.894936403
0.873909896,0.90834511
0.894488298,0.880114439
0.919030712,0.874495881
0.89809038,0.87894247
0.892988866,0.851366723
0.904829203,0.855054979
0.5,0.857915963
0.5,0.862862363
0.888490573,0.75464479
0.5,0.817483024
0.887008376,0.894729585
0.5,0.854606873
0.831443246,0.821412568
0.878149667,0.885767468
0.5,0.912515942
0.911412912,0.893592086
0.910482231,0.815001206
0.5,0.840233015
0.773861639,0.893557616
0.890214057,0.926855331
0.917514046,0.859880735
0.906311399,0.793285306
0.5,0.891627314
0.5,0.872531109
0.5,0.881751749
0.903553824,0.88442315
0.886043225,0.882044742
0.828978663,0.809313709
0.5,0.800558409
0.5,0.890420875
0.5,0.891592844
0.83857847,0.889386784
0.901140947,0.864534142
0.91001689,0.86801558
0.912688291,0.891972011
0.907483368,0.863844749
0.881096825,0.886491331
0.906621626,0.786184551
0.851849299,0.887111785
0.890282996,0.82441143
0.872531109,0.744545173
0.911412912,0.847609527
0.5,0.856226948
0.882561787,0.876047017
0.5,0.888283754
0.924201165,0.882010272
0.894540002,0.894729585
0.5,0.757092137
0.841077522,0.832408397
0.901968219,0.817827721
0.5,0.903622764
0.5,0.786132846
0.5,0.896470304
0.899417462,0.897935266
0.911309503,0.899279584
0.898417842,0.893592086
0.5,0.853159147
0.5,0.835993244
0.5,0.889317845
0.872186412,0.866774672
0.5,0.878046258
0.5,0.900106856
0.905208369,0.856295888
0.5,0.846989073
0.5,0.896211782
0.5,0.892799283
0.935782979,0.839595326
0.882975423,0.891799662
0.852986798,0.892213298
0.936282789,0.794595154
0.892868222,0.802954052
0.874995691,0.856123539
0.902795491,0.855468615
0.893695495,0.87787391
0.904105339,0.896866706
0.5,0.888007997
0.5,0.884526559
0.889455724,0.885112544
0.910275413,0.877391334
0.829013133,0.813070904
0.5,0.843990211
0.5,0.868946262
0.88876633,0.84947089
0.889455724,0.823825446
0.5,0.782668643
0.881389818,0.885750233
0.89424701,0.904243218
0.850849678,0.84292165
0.898176554,0.833787184
0.909568784,0.898211023
0.908138292,0.765330392
0.5,0.828065217
0.908034883,0.886663679
0.5,0.8522457
0.5,0.877770501
0.5,0.911378443
0.5,0.82992658
0.5,0.872220882
0.907448899,0.804108786
0.5,0.909275792
0.870066526,0.907552308
0.900934128,0.869635655
0.893523146,0.804005377
0.5,0.897176933
0.5,0.875288684
0.909965186,0.915893971
0.5,0.839888318
0.5,0.880355727
0.868291338,0.881045121
0.8636724,0.845403468
0.854331116,0.887008376
0.5,0.913101927
0.5,0.85715763
0.5,0.833683775
0.895108752,0.894867464
0.88552618,0.879735273
0.5,0.842680363
0.5,0.812502154
0.905777119,0.774120161
0.5,0.778463341
0.5,0.885388301
0.908724277,0.906483748
0.908034883,0.873634139
0.5,0.866602323
0.860501189,0.874185654
0.852228465,0.895591327
0.5,0.805194581
0.859380924,0.861948916
0.887904588,0.882699666
0.897556099,0.8549171
0.862224673,0.820240598
0.894281479,0.758195167
0.843679983,0.899314053
0.890351935,0.875788494
0.88926614,0.796301403
0.5,0.814466926
0.895246631,0.861983386
0.897418221,0.884905725
0.906793975,0.884319741
0.5,0.870049292
0.5,0.847040778
0.907828065,0.893661025
0.5,0.874323532
0.898331667,0.880493606
0.5,0.829237186
0.915411396,0.868773913
0.908965565,0.827306884
0.5,0.834062942
0.5,0.873013684
0.886491331,0.905966702
0.5,0.817741546
0.5,0.885974286
0.5,0.873703078
0.889490193,0.820723174
0.891765193,0.826996656
0.815880183,0.87022164
0.902726552,0.907138672
0.5,0.91716935
0.870669746,0.822722416
0.866292096,0.859225811
0.829478474,0.888886974
0.896435835,0.815518252
0.5,0.871410844
0.937196236,0.865016718
0.907035262,0.84947089
0.913998139,0.827203475
0.909103444,0.880941712
0.901072007,0.841060287
0.5,0.82547999
0.917410637,0.921822757
0.5,0.831891352
0.5,0.845817104
0.899141705,0.863086415
0.931956844,0.808762194
0.884285271,0.847437179
0.884767847,0.729947261
0.5,0.88438868
0.897366516,0.897969736
0.87456482,0.867257247
0.896039433,0.866602323
0.882561787,0.891179208
0.89093792,0.886870497
0.889145497,0.807762573
0.900692841,0.897073524
0.869704595,0.786081142
0.895591327,0.808451966
0.5,0.888628451
0.920099273,0.868101755
0.5,0.894660646
0.893729964,0.905311778
0.857329978,0.869566716
0.5,0.860639068
0.5,0.818310296
0.5,0.858122781
0.890696632,0.875219744
0.91161973,0.912929578
0.829202716,0.889972769
0.906276929,0.843679983
0.895867085,0.836062183
0.857364448,0.837389266
0.890627693,0.879287167
0.5,0.860225432
0.873203268,0.853503843
0.5,0.744131536
0.898228258,0.879528455
0.891368791,0.872220882
0.5,0.811761056
0.5,0.805659922
0.81295026,0.890351935
0.913343215,0.831822412
0.887801179,0.860949295
0.5,0.879597394
0.846540967,0.9127917
0.5,0.825135294
0.911723139,0.858019372
0.917582986,0.879873152
0.87570232,0.862741719
0.5,0.865085657
0.896694357,0.872117473
0.912826169,0.881320878
0.5,0.861724863
0.5,0.863327703
0.913463859,0.894901934
0.916997001,0.854365585
0.8233084,0.87239323
0.877580918,0.826479611
0.921667643,0.807624694
0.900382613,0.847230361
0.881286409,0.879356106
0.910861397,0.80696977
0.911033746,0.851022026
0.876322774,0.869911413
0.887525421,0.830547034
0.920202682,0.841129227
0.89200648,0.879976561
0.90296784,0.873427321
0.898538485,0.899762159
0.848161042,0.889765951
0.893402502,0.873772018
0.872772397,0.894557237
0.5,0.776360691
0.882561787,0.87840819
0.5,0.867119369
0.935782979,0.853676192
0.894333184,0.803384923
0.5,0.809830754
0.909551549,0.880114439
0.5,0.881251939
0.846954603,0.792320154
0.900072386,0.820843818
0.5,0.633173624
0.893419737,0.876253835
0.5,0.852711041
0.91272276,0.870566337
0.913446624,0.805556513
0.5,0.868032815
0.84736824,0.851125435
0.906001172,0.809451587
0.5,0.781669022
0.887422012,0.887180725
0.5,0.779290614
0.5,0.844472786
0.5,0.882458378
0.5,0.870945503
0.5,0.852400813
0.89097239,0.821240219
0.89748716,0.83697563
0.861121644,0.862190204
0.913050222,0.887732239
0.913998139,0.855434146
0.87239323,0.803901968
0.914653063,0.842370135
0.886663679,0.838440591
0.90293337,0.910206473
0.5,0.825118059
0.898762538,0.88332012
0.9040364,0.866809141
0.5,0.874047775
0.886318982,0.870462928
0.5,0.904277688
0.897280342,0.848195512
0.88549171,0.860845886
0.5,0.858053842
0.5,0.823618627
0.860570129,0.874013305
0.5,0.887801179
0.843852332,0.825859157
0.5,0.797456137
0.894281479,0.884940195
0.882940953,0.89634966
0.910757988,0.891041329
0.5,0.879562924
0.5,0.839336803
0.849160663,0.886284513
0.895677502,0.825100824
0.864223915,0.799145152
0.883837165,0.901278825
0.5,0.751611458
0.5,0.836923925
0.5,0.881941333
0.5,0.881458757
0.924511392,0.858398538
0.5,0.849574299
0.907655717,0.873513495
0.5,0.791234359
0.927717073,0.844507256
0.881527696,0.84516218
0.5,0.833649305
0.888456103,0.744665816
0.902864431,0.823411809
0.862896832,0.868670504
0.890007239,0.782048189
0.5,0.82989211
0.884836786,0.796180759
0.906828444,0.900503257
0.885595119,0.903002309
0.892489056,0.808141739
0.896832236,0.847643997
0.860087553,0.83537279
0.5,0.854813691
0.905208369,0.868118989
0.881562166,0.821860674
0.903726173,0.832615215
0.5,0.901657992
0.885801937,0.815070146
0.5,0.852469753
0.5,0.813639654
0.5,0.90951708
0.85708869,0.817672607
0.5,0.887973527
0.898314432,0.836561994
0.5,0.888076936
0.906897384,0.885870877
0.894350419,0.867533005
0.5,0.89855572
0.859191341,0.882630726
0.5,0.918823894
0.90453621,0.897280342
0.5,0.916238668
0.894160836,0.860570129
0.928303057,0.828496088
0.5,0.848609148
0.886043225,0.863258764
0.5,0.846644376
0.5,0.885009134
0.5,0.879631864
0.5,0.823997794
0.827410293,0.851849299
0.921633174,0.896970115
0.5,0.841267106
0.5,0.822687946
0.90841405,0.887284134
0.883475234,0.88552618
0.5,0.882527317
0.867843232,0.860776947
0.938540554,0.891248147
0.914239426,0.88983489
0.5,0.899417462
0.870876564,0.920616318
0.857329978,0.879425046
0.934369722,0.848161042
0.5,0.885939816
0.857915963,0.860759712
0.5,0.8964186
0.858088311,0.781858605
0.887008376,0.881872393
0.926321051,0.890731102
0.5,0.837751198
